target,clean_tweet
0,postchristian JesusChrist StayHomeSaveLives Separation Anxiety by Ray Jackie Dowling
0,Uncertainty is the basis of all anxiety disorders so in some ways COVID 19 has set a fire to the foundation of anxiety Just another way this virus is affecting people be on the lookout for who around you needs someone to talk with Arcadia
0,so now my anxiety is eating away at me while i wait for her to call lmao
0,Anti anxiety medicine lo please
0,Take a deep breath sweet lil baby focus and try to center yourself and not let your anxiety overwhelm you Your team needs you and loves having you around and you are a joy to be with and nobody will ever tell you otherwise
0,I m managing to lose weight I think it s the anxiety
0,My anxiety going up the roof
0,I hear ya pal What a time to come off all my anxiety meds
0,I always have chest pains but now I m like getting them frequently can someone pls tell me it s anxiety and not rona LMAOO
0,Had a job interview today I thought it went great So of course I ll be spending the evening actively questioning that thought until anxiety about it completely consumes me Nice little evening I got planned
0,asked their community how they could help right now 3 things came up 1 How can I stay calm 2 How can I help my anxiety 3 How can I stay positive So they asked me to help and here s my advice coronavirus mentalhealth
0,Belting out Let it go with my toddler was what I needed to manage the stress and anxiety of these days pic twitter com F77D9jPUbc
0,Anyone else concerned about the epidemic of depression anxiety fear abuse anger and self harm as a result of lockdown Financial help short term for jobs won t fix long term problems created by lockdown Still waiting for announcements on these things 21daylockdown
0,im so fucking mad can ppl stop self diagnosing depression and anxiety ain t cute sweetie try again y all get why i hate my irls so much right
0,These 16 movies will be available online early to help ease your coronavirus anxiety pic twitter com tNJl4DnCKX
0,Woops here comes the anxiety about money hahahah
0,Has anyone else ever had this Pretty sure this is what I have Started Sunday and hasn t let up the anxiety explanation sounds about right pic twitter com 4mxqisFFgj
0,It makes me feel like i lost someone in life forever and now all these old memories are overflowing inside my brain Anxiety sadness loneliness nostalgia
0,0 chill anxiety math
0,Every female in the burg got anxiety outta nowhere huh
0,You know what s rough Being a hypochondriac with an anxiety disorder during a worldwide pandemic
0,Y all my anxiety has been through the roof dealing with all of this I hate it
0,If this quarantine bitch stays for even a day more Me and my sister might kill each other due to our anxiety COVID2019
0,That kind of anxiety sucks As if any other kind doesn t
0,At this point in the day every day I try to determine if my inability to breathe and racing heart is due to an excess of caffeine anxiety or Corona
0,I can totally see how that d be about pandemic stuff in some way At least your subconscious is still bothering to cloak the anxiety in different forms Mine is just like la la brain tired here march your fears goodbye metaphor
0,I m starting to think Food Network is partially responsible for my anxiety
0,Ohhhh wow this video told my anxiety to fuck off AND IT DID
0,God needs prayers too We know he does not live in the same house with this bitter HATE but he is exposed to her No wonder he had so much anxiety Amen
0,Anxiety is tiring
0,Woke up from a nap with crippling anxiety Yay
0,Don t take meds inability to do absolutely anything productive existential apathy Take meds anxiety spikes increased high resting heart rate intensifying overall anxiety
0,It s nothing personal at all I just I think it s my anxiety Honestly I m not even suRE LMAO I ve done it for a long time and I feel so bad when I do it to people who don t know me My friends all know and understand that I tend to just stop mid convo but strangers don t
0,so it s easy for that constant bombardment of news to overwhelm us I have been a careful news filterer for years because it was a huge anxiety trigger for me after 9 11 and I make no apologies for sometimes avoiding it if I need to
0,I m not super concerned with money fortunately I just have anxiety going out by myself especially with everything going on Delivery is a great idea Thank you
0,Please RT Millions of people are experiencing different types of stress right now health financial and isolation Depression substance and domestic abuse anxiety are all byproducts If you need help please reach out Kids help 800 668 6868 Crisis 833 456 4566 text 45645
